Indicator;Sector;Service;Vehicle category;Scope;Geography;Fuel;Value;Time;Source;Primary source;Observation value;Unit;Metadata
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";2;1999;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";4;2000;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";7;2001;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";9;2002;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";11;2003;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";13;2004;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";15;2005;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";17;2006;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";19;2007;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";21;2008;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";23;2009;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";25;2010;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";27;2011;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";29;2012;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";31;2013;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";33;2014;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";35;2015;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";37;2016;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";39;2017;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";41;2018;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";43;2019;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";45;2020;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";47;2021;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Armenia";"all";49;1990;"ATO";"Statistical Committee, https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/698.pdf";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Armenia";"all";51;1991;"ATO";"Statistical Committee, https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/698.pdf";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Armenia";"all";53;1992;"ATO";"Statistical Committee, https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/698.pdf";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Armenia";"all";55;1993;"ATO";"Statistical Committee, https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/698.pdf";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Armenia";"all";57;1994;"ATO";"Statistical Committee, https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/698.pdf";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Armenia";"all";59;1995;"ATO";"Statistical Committee, https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/698.pdf";"100.0";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Armenia";"all";61;1996;"ATO";"Statistical Committee, https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/698.pdf";"91.4";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Armenia";"all";63;1997;"ATO";"Statistical Committee, https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/698.pdf";"99.2";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Armenia";"all";65;1998;"ATO";"Statistical Committee, https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/698.pdf";"76.2";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Armenia";"all";67;1999;"ATO";"Statistical Committee, https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/698.pdf";"64.2";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Armenia";"all";69;2000;"ATO";"Statistical Committee, https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/698.pdf";"58.8";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Armenia";"all";71;2001;"ATO";"Statistical Committee, https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/698.pdf";"35.1";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Armenia";"all";73;2002;"ATO";"Statistical Committee, https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/698.pdf";"27.1";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Armenia";"all";75;2003;"ATO";"Statistical Committee, https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/698.pdf";"19.1";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Armenia";"all";77;2004;"ATO";"Statistical Committee, https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/698.pdf";"22.9";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
